ds,AverageTemperature,BEST,NINA,ONI,EA,EPNP,NAO,PNA,WP
1978-10-01,11.671,-0.34,-1.15,-0.42,-0.14,2.76,-0.42,0.69,-0.43
1978-11-01,5.93,0.16,-0.97,-0.42,0.38,0.48,-0.49,-0.48,0.17
1978-12-01,4.556,0.07,-0.86,-0.29,1.73,1.38,0.51,-1.02,0.96
1979-01-01,-1.3279999999999998,0.18,-1.02,-0.08,0.83,0.82,1.08,-1.54,0.77
1979-02-01,2.582,0.26,-0.72,0.0,1.42,-0.23,-0.21,-2.73,2.13
1979-03-01,6.382999999999999,-0.25,-0.41,0.03,1.1,0.5,-1.02,0.08,1.67
1979-04-01,8.763000000000002,0.32,-0.31,0.07,0.29,1.7,0.26,-0.15,-0.27
1979-05-01,12.739,0.47,0.01,0.2,-0.79,0.77,-2.94,1.27,-0.67
1979-06-01,16.409000000000002,-0.18,-0.32,0.28,-0.2,-0.48,0.33,-1.64,-0.01
1979-07-01,18.08,-0.08,-0.29,0.23,-0.1,0.43,-1.42,0.51,-0.15
1979-08-01,16.908,-0.66,-0.06,0.05,0.15,1.28,1.05,0.67,-1.26
1979-09-01,15.341,0.48,0.07,0.04,-0.83,1.7000000000000002,1.7,1.02,0.18
1979-10-01,12.072000000000001,0.37,-0.05,0.17,0.78,2.12,-1.11,1.85,-0.04
1979-11-01,6.672999999999999,0.37,-0.15,0.33,-0.44,-0.18,0.7,0.51,3.39
1979-12-01,5.994,0.5,-0.31,0.45,-0.42,0.83,0.6,-0.68,2.46
1980-01-01,1.271,0.81,0.13,0.52,-0.26,0.66,2.61,-1.01,0.66
1980-02-01,6.3660000000000005,0.21,0.58,0.64,0.65,-0.87,3.06,2.03,0.92
1980-03-01,6.2010000000000005,0.21,0.44,0.59,-1.54,-0.48,-1.54,-0.64,-0.76
1980-04-01,8.836,0.52,0.39,0.46,0.19,-0.24,-2.12,1.66,0.1
1980-05-01,12.647,0.86,0.43,0.34,0.31,1.82,-1.2,-0.16,1.3
1980-06-01,15.466,0.44,0.38,0.38,-0.3,0.58,0.41,-0.81,1.43
1980-07-01,16.468999999999998,0.64,0.03,0.48,-1.42,0.87,-2.01,-0.81,-0.66
1980-08-01,18.543,0.26,-0.18,0.46,0.3,0.92,-0.9,-2.03,-0.29
1980-09-01,16.523,-0.12,-0.2,0.25,0.24,0.7250000000000001,1.92,-0.08,0.85
1980-10-01,10.101,0.26,-0.15,0.03,-1.86,0.53,0.86,2.87,-0.13
1980-11-01,5.15,0.11,0.08,-0.07,0.45,0.86,1.11,1.28,1.56
1980-12-01,3.29,0.31,-0.23,0.02,1.18,0.15,1.13,-0.57,1.72
1981-01-01,3.871,0.33,-0.34,0.11,-0.04,-0.75,0.18,2.46,1.57
1981-02-01,2.677,-0.31,-0.18,-0.01,0.04,-0.7,0.42,0.21,0.35
1981-03-01,9.815,-0.03,-0.42,-0.26,1.35,1.59,0.84,1.27,0.71
1981-04-01,9.879,0.82,-0.1,-0.5,-1.17,-0.35,-1.38,-1.23,2.48
1981-05-01,13.208,0.18,0.01,-0.47,0.11,-0.15,-0.39,1.83,0.03
1981-06-01,15.440999999999999,-0.35,-0.71,-0.37,-1.13,0.43,-0.73,-0.1,-1.71
1981-07-01,17.605,-0.47,-0.88,-0.26,0.9,1.24,1.26,-1.02,-0.5
1981-08-01,18.523,-0.58,-0.59,-0.29,1.37,0.15,-1.34,-1.54,1.09
1981-09-01,15.967,-0.29,-0.52,-0.3,0.07,0.585,-0.07,0.08,0.72
1981-10-01,10.303,-0.19,-0.54,-0.25,-0.34,1.02,-0.39,-1.43,1.85
1981-11-01,7.318,0.32,-0.43,-0.16,-1.08,-0.03,-3.01,1.19,3.29
1981-12-01,3.289,-0.15,-0.6,-0.13,-2.09,0.03,0.79,-0.42,0.36
1982-01-01,3.375,-0.11,-0.73,-0.15,-0.73,-0.19,-1.41,-1.75,-1.39
1982-02-01,4.926,-0.36,-0.23,-0.08,-2.08,0.48,-0.52,-1.2,-1.68
1982-03-01,6.707000000000002,-0.06,-0.18,-0.05,-1.23,-0.82,0.63,-1.66,0.68
1982-04-01,9.234,0.0,-0.41,0.07,-1.62,-0.94,-0.08,-2.08,0.33
1982-05-01,13.992,0.47,-0.05,0.19,0.3,0.7,0.6,-0.53,-2.41
1982-06-01,18.028,1.05,0.2,0.47,1.32,-0.4,-1.65,2.17,-0.82
1982-07-01,20.055999999999997,1.74,0.0,0.66,0.75,-0.01,0.25,0.49,-0.3
1982-08-01,17.820999999999994,1.57,-0.1,0.72,-0.29,-1.5,0.24,0.31,0.35
1982-09-01,17.607,1.9,-0.01,0.79,0.1,-0.19499999999999984,-0.15,0.83,0.22
1982-10-01,10.805,2.04,0.39,1.07,2.17,1.11,0.08,-0.86,0.16
1982-11-01,8.158,2.22,0.54,1.58,-0.2,1.16,0.38,-0.47,-2.09
1982-12-01,4.493,2.69,0.41,1.97,-0.11,0.41,-1.27,0.45,0.82
1983-01-01,6.228,2.38,0.95,2.18,-0.49,-0.98,-0.96,0.87,-0.96
1983-02-01,2.17,2.76,1.89,2.23,0.53,-1.29,-0.53,1.44,-0.59
1983-03-01,7.0870000000000015,3.08,2.3,2.18,0.16,0.1,-0.11,2.03,-0.79
1983-04-01,9.124,2.5,2.4,1.92,0.02,0.44,-1.55,0.98,-0.51
1983-05-01,11.718,1.57,2.86,1.54,1.31,0.54,0.86,-0.08,0.74
1983-06-01,17.746,0.66,3.0,1.29,0.47,0.54,0.8,2.1,0.03
1983-07-01,22.473000000000006,0.82,2.3,1.06,-0.03,-0.57,-0.04,0.82,-1.57
1983-08-01,19.622,0.39,1.68,0.72,-1.85,0.38,-0.44,0.5,0.84
1983-09-01,15.591,0.09,1.55,0.31,-0.36,0.03500000000000003,-1.34,-1.37,-0.52
1983-10-01,11.191,-0.67,1.73,-0.08,0.75,-0.31,1.18,0.26,0.67
1983-11-01,6.814,-0.77,1.52,-0.46,-0.98,-0.31,0.21,1.75,1.88
1983-12-01,4.231,-0.53,0.8,-0.81,0.98,-0.6,1.86,-0.61,0.05
1984-01-01,4.394,-0.37,0.65,-1.0,0.93,-0.46,-0.29,0.6,0.41
1984-02-01,3.652,-0.37,0.13,-0.91,0.37,0.63,1.55,0.73,-0.03
1984-03-01,5.215999999999998,-0.54,-0.61,-0.6,1.72,-0.95,1.56,1.08,0.53
1984-04-01,9.814,0.02,-1.03,-0.42,-0.98,-1.67,1.34,1.41,0.52
1984-05-01,10.896,-0.56,-0.84,-0.34,-2.06,-1.43,-1.04,0.37,1.42
1984-06-01,16.308,-0.39,-0.58,-0.43,-1.78,-0.56,0.59,-0.36,-0.05
1984-07-01,18.74,-0.28,-0.15,-0.51,-2.14,-0.57,-1.07,-2.61,-0.89
1984-08-01,18.61,-0.2,-0.23,-0.45,0.64,-0.5,-0.01,-1.14,-1.14
1984-09-01,14.437000000000001,-0.31,-0.49,-0.3,-1.72,-0.735,1.31,-0.02,1.09
1984-10-01,11.630999999999998,-0.21,-0.93,-0.16,-0.17,-0.97,1.22,-0.53,0.5
1984-11-01,9.678999999999998,-0.2,-1.17,-0.24,0.32,-1.41,1.95,0.39,-1.78
1984-12-01,4.399,-0.66,-0.78,-0.56,2.08,0.98,-0.95,-1.9,0.37
1985-01-01,-1.6060000000000003,-0.62,-0.41,-0.92,-0.63,-1.7,1.22,1.44,-1.0
1985-02-01,2.396,-0.19,-0.34,-1.14,-0.17,-0.64,-1.16,-0.99,-1.73
1985-03-01,5.125,-0.95,-0.67,-1.04,1.18,-0.76,0.18,-1.19,0.54
1985-04-01,9.972000000000001,-0.72,-0.99,-0.85,0.06,-0.1,1.42,-1.27,-0.41
1985-05-01,13.585,-1.08,-1.27,-0.77,-0.34,0.85,0.37,-0.82,-0.8
1985-06-01,15.344,-0.5,-1.26,-0.78,0.38,1.25,-0.79,1.28,-1.67
1985-07-01,19.127,-0.11,-0.9,-0.78,0.18,-0.49,-0.45,-0.19,-0.33
1985-08-01,17.076,-0.22,-0.78,-0.63,0.48,-0.94,0.55,-0.53,-1.04
1985-09-01,16.707,-0.64,-1.05,-0.49,-0.14,0.030000000000000027,-0.12,-0.63,-0.91
1985-10-01,11.142000000000001,-0.29,-1.07,-0.46,1.06,1.0,-0.04,-1.5,-1.73
1985-11-01,3.826,-0.01,-1.02,-0.4,1.71,-2.41,1.35,-1.83,0.8
1985-12-01,5.705,-0.02,-1.1,-0.35,0.63,-0.67,0.31,1.08,0.52
1986-01-01,3.933,-0.21,-0.88,-0.27,0.54,-1.64,0.43,0.6,0.24
1986-02-01,-2.106,-0.73,-0.86,-0.36,1.69,-0.31,-0.2,0.41,0.17
1986-03-01,5.617999999999999,0.26,-0.8,-0.49,-0.88,-0.75,-0.09,0.51,-1.51
1986-04-01,6.827000000000001,-0.29,-0.7,-0.47,-0.05,1.93,-2.38,-0.15,0.16
1986-05-01,14.005999999999998,-0.29,-0.73,-0.31,-1.11,1.15,-1.0,-0.03,0.6
1986-06-01,18.121,0.05,-0.8,-0.2,-0.07,-0.22,-0.19,0.39,-0.61
1986-07-01,18.645,-0.31,-0.53,-0.12,1.35,-0.75,0.2,-0.35,-1.12
1986-08-01,17.288,0.2,-0.37,-0.04,-1.62,1.25,-0.4,-1.49,1.81
1986-09-01,12.995,0.59,-0.38,0.22,0.72,0.885,-0.5,-0.28,-0.53
1986-10-01,13.032,0.76,-0.6,0.44,-0.19,0.52,1.25,1.18,0.72
1986-11-01,8.179,0.3,-0.45,0.71,0.87,0.83,-0.74,-0.71,0.37
1986-12-01,5.45,1.35,-0.14,0.94,0.8,0.07,-0.36,1.06,0.24
1987-01-01,-2.102,1.31,0.17,1.14,1.96,-1.56,1.49,0.63,0.31
1987-02-01,3.132,0.99,0.3,1.22,1.19,-1.17,-0.84,0.57,-0.4
1987-03-01,4.4910000000000005,1.42,0.53,1.23,-0.05,0.23,0.11,0.85,0.09
1987-04-01,12.036,1.71,0.78,1.19,1.42,-0.35,0.78,1.54,-0.97
1987-05-01,11.548000000000002,1.84,0.92,1.06,0.82,2.55,-1.58,-1.02,-0.96
1987-06-01,15.155,1.97,1.02,0.95,-0.03,0.87,1.39,0.56,-0.36
1987-07-01,18.213,2.08,1.14,0.97,0.48,1.35,-0.79,-0.43,-1.97
1987-08-01,18.207,2.1,1.0,1.22,1.85,1.54,0.84,0.74,-1.16
1987-09-01,17.183,1.87,0.77,1.51,-0.18,0.3999999999999999,1.54,-2.6,0.04
1987-10-01,11.81,1.68,0.89,1.7,-0.96,-0.74,0.15,0.75,0.28
1987-11-01,6.584,1.14,0.86,1.65,-0.71,-0.49,-1.53,1.19,-0.08
1987-12-01,4.289,0.74,1.11,1.48,-0.98,0.73,-0.95,0.5,-0.04
1988-01-01,6.769,0.9,1.45,1.25,1.7,-0.68,2.2,0.03,-0.65
1988-02-01,5.011,0.54,1.66,1.11,-2.46,-0.26,2.27,1.37,0.69
1988-03-01,6.891,0.54,1.16,0.81,0.17,-1.09,0.83,0.38,-0.27
1988-04-01,10.344000000000001,0.18,0.99,0.54,1.22,0.94,-1.85,1.12,-0.56
1988-05-01,14.598,-0.31,1.0,0.14,-1.09,0.97,-1.27,0.61,-0.17
1988-06-01,16.32,-1.3,0.68,-0.31,-1.44,0.49,-0.26,1.31,1.57
1988-07-01,17.262,-1.11,-0.01,-0.88,-2.23,1.2,2.03,1.6,0.37
1988-08-01,18.473000000000006,-1.61,-0.15,-1.3,0.39,-0.67,0.96,-0.62,0.22
1988-09-01,15.091,-1.64,-0.65,-1.3,-1.03,0.22999999999999987,-1.53,-0.97,0.48
1988-10-01,12.034,-1.71,-1.57,-1.11,-1.14,1.13,0.55,0.89,1.77
1988-11-01,5.776,-1.86,-2.18,-1.19,-0.73,-0.13,-1.19,0.11,1.73
1988-12-01,7.077000000000001,-2.06,-2.06,-1.48,0.54,0.26,-1.04,0.33,0.6
1989-01-01,4.155,-1.47,-1.48,-1.8,0.39,-0.63,0.66,-1.57,-0.49
1989-02-01,5.152,-1.55,-1.09,-1.85,0.19,-1.16,0.06,-1.71,1.44
1989-03-01,9.84,-1.23,-1.55,-1.69,1.19,-0.93,0.21,-1.56,0.93
1989-04-01,8.242,-1.14,-1.67,-1.43,0.75,0.1,0.68,-0.77,0.15
1989-05-01,16.453,-1.66,-1.61,-1.08,1.14,0.44,0.42,-0.04,1.75
1989-06-01,16.995,-1.26,-1.44,-0.83,-0.23,-0.19,-0.58,-0.56,1.83
1989-07-01,20.243,-0.74,-0.96,-0.58,-0.28,0.99,-1.42,-0.59,0.3
1989-08-01,19.257,-0.64,-1.01,-0.4,-1.11,-1.31,0.64,-0.27,0.53
1989-09-01,16.66,-0.04,-0.86,-0.31,-0.04,-1.56,1.19,0.41,-0.2
1989-10-01,13.481000000000002,-0.4,-0.83,-0.27,-1.2,-1.81,-0.32,-1.08,-0.15
1989-11-01,6.082999999999998,-0.51,-0.32,-0.24,-2.04,2.34,-0.07,-0.7,-0.25
1989-12-01,4.638,0.06,-0.45,-0.22,0.05,0.6,-0.82,0.57,-1.47
1990-01-01,5.268000000000002,0.27,-0.4,-0.16,-1.12,1.29,-0.66,-1.09,0.78
1990-02-01,8.872,0.15,-0.3,-0.05,0.99,0.45,-0.49,-2.78,-0.83
1990-03-01,9.176,1.12,-0.4,0.14,0.55,0.09,0.48,0.04,-0.56
1990-04-01,9.084,0.61,-0.59,0.21,0.07,-1.23,0.85,-0.62,-0.96
1990-05-01,16.033,0.32,-0.38,0.28,0.18,1.32,1.82,0.27,-0.67
1990-06-01,15.716,-0.29,-0.29,0.29,-0.14,0.66,1.54,-1.39,1.26
1990-07-01,19.608,0.12,0.01,0.29,-0.03,0.0,0.16,-0.26,0.53
1990-08-01,21.089,0.03,-0.28,0.31,-1.11,-0.04,1.33,1.76,-1.98
1990-09-01,14.868,0.47,-0.1,0.33,2.25,-0.30999999999999994,0.03,-0.46,-0.28
1990-10-01,13.276,0.55,0.16,0.38,-0.54,-0.58,1.0,-0.91,0.36
1990-11-01,7.023,0.17,-0.04,0.39,0.54,-1.86,-0.11,-1.66,-0.62
1990-12-01,3.56,0.4,0.01,0.35,0.45,0.03,2.15,-1.62,0.89
1991-01-01,3.948,0.4,0.11,0.4,0.33,1.72,0.48,0.2,2.52
1991-02-01,0.9410000000000004,0.12,0.12,0.41,0.66,0.21,0.03,1.13,0.44
1991-03-01,9.687,0.23,-0.14,0.41,1.24,0.71,-1.15,-1.21,1.5
1991-04-01,9.392000000000001,0.64,-0.2,0.26,-0.63,0.88,0.7,0.38,-0.47
1991-05-01,11.741,0.86,-0.08,0.22,0.93,-0.39,1.16,-0.63,-1.98
1991-06-01,14.424,1.37,0.13,0.26,-0.67,0.78,1.13,-0.92,1.37
1991-07-01,19.382,0.94,0.0,0.45,0.3,-0.43,2.03,0.28,0.24
1991-08-01,20.23,0.71,-0.16,0.64,-1.28,-0.76,-1.37,-0.28,-0.13
1991-09-01,17.346,0.82,-0.05,0.73,-0.81,-0.605,0.29,1.15,-0.84
1991-10-01,10.643,1.02,0.24,0.64,-1.17,-0.45,0.56,-2.35,0.17
1991-11-01,6.269,1.28,0.68,0.62,1.35,0.31,1.12,0.22,0.77
1991-12-01,3.2060000000000004,1.0,0.83,0.79,0.43,-0.38,1.18,0.17,0.42
1992-01-01,2.789,1.82,0.51,1.21,0.48,-0.14,0.76,0.99,0.59
1992-02-01,4.9460000000000015,2.12,0.36,1.53,-0.86,-1.13,-0.39,0.09,0.68
1992-03-01,8.129999999999999,1.51,0.61,1.71,-0.69,1.02,0.11,0.46,0.11
1992-04-01,9.496,2.22,0.95,1.63,1.99,-0.58,0.49,-0.29,0.59
1992-05-01,15.754000000000001,2.05,1.25,1.48,2.49,-0.81,0.74,1.2,0.61
1992-06-01,16.794,1.19,1.37,1.29,0.92,1.2,-0.61,1.36,-1.3
1992-07-01,19.55,1.18,1.27,1.06,-0.7,1.24,0.17,0.38,-0.78
1992-08-01,19.754,0.69,1.05,0.73,0.77,1.01,0.12,-0.37,1.83
1992-09-01,15.039000000000001,-0.08,1.17,0.37,1.53,0.42000000000000004,-0.52,-1.13,0.7
1992-10-01,8.787,-0.02,1.19,0.09,1.55,-0.17,-0.46,0.4,0.56
1992-11-01,8.594999999999999,0.75,0.55,-0.13,1.15,0.7,1.46,0.8,0.63
1992-12-01,4.144,0.36,-0.06,-0.25,0.99,1.28,0.61,-1.53,-1.73
1993-01-01,6.327999999999999,0.41,-0.08,-0.28,-1.4,1.46,0.3,-1.48,-1.15
1993-02-01,2.75,0.59,-0.07,-0.13,1.53,1.02,0.37,0.44,-0.58
1993-03-01,7.193,0.74,-0.34,0.09,0.13,-0.14,0.34,0.94,-0.32
1993-04-01,11.483,0.81,-0.46,0.3,0.36,1.83,-0.66,1.26,-0.94
1993-05-01,14.747,1.71,-0.36,0.5,0.64,0.43,0.77,2.43,0.29
1993-06-01,17.521,1.2,-0.11,0.67,1.83,-0.87,0.51,0.66,0.35
1993-07-01,17.546,1.39,0.39,0.7,0.43,0.59,1.88,-0.28,-0.81
1993-08-01,17.505000000000006,0.94,0.4,0.57,0.39,0.3,2.49,-0.17,1.12
1993-09-01,14.214,0.92,0.84,0.32,-0.87,-0.175,0.51,-0.97,-0.62
1993-10-01,9.563,0.65,1.07,0.25,0.87,-0.65,0.19,-0.17,-0.21
1993-11-01,3.262,0.96,0.44,0.15,-0.21,2.12,0.97,-0.35,-0.17
1993-12-01,6.3,0.24,0.24,0.1,-0.33,0.21,-0.28,0.42,1.17
1994-01-01,5.654999999999999,0.12,0.24,0.04,2.23,0.71,-1.4,-0.8,1.19
1994-02-01,4.578,0.16,0.32,0.06,0.99,0.37,1.12,-1.27,-1.02
1994-03-01,9.283999999999999,-0.07,0.13,0.06,0.58,1.59,0.35,0.23,0.81
1994-04-01,9.167000000000002,0.52,-0.01,0.07,-0.95,0.73,1.35,-0.7,1.26
1994-05-01,13.976,1.1,0.09,0.17,-1.21,0.66,0.12,0.48,0.08
1994-06-01,17.115,0.89,0.2,0.31,1.14,2.48,0.3,-1.36,-0.22
1994-07-01,21.888,0.83,-0.08,0.42,-1.77,2.44,0.91,-0.06,0.24
1994-08-01,19.102,1.11,-0.35,0.41,-0.82,0.31,-0.67,-1.38,-0.48
1994-09-01,14.521,1.33,-0.38,0.44,0.82,1.345,-0.29,-2.02,-1.67
1994-10-01,11.171,1.18,-0.1,0.43,-0.15,2.38,-3.14,-0.09,0.96
1994-11-01,10.859000000000002,1.29,-0.06,0.55,1.69,0.47,0.03,-1.61,0.04
1994-12-01,6.2330000000000005,1.02,-0.28,0.74,0.79,-1.06,-0.41,0.39,-0.31
1995-01-01,4.814,1.33,-0.26,1.01,-0.82,0.98,-0.26,0.2,0.52
1995-02-01,7.922999999999999,0.84,-0.05,1.09,-0.25,-0.76,2.56,0.68,-0.44
1995-03-01,6.563,0.7,0.52,0.96,2.17,-0.14,1.36,0.03,1.14
1995-04-01,9.509,0.44,0.89,0.72,1.35,0.9,0.7,0.04,0.83
1995-05-01,14.126,0.96,0.82,0.53,-1.11,0.83,0.08,0.09,0.89
